"","SMILES","InChI","EndPt","ReadyBiodeg","MaxEStateIndex","MinEStateIndex","MaxAbsEStateIndex","MinAbsEStateIndex","qed","MolWt","HeavyAtomMolWt","ExactMolWt","NumValenceElectrons","NumRadicalElectrons","MaxPartialCharge","MinPartialCharge","MaxAbsPartialCharge","MinAbsPartialCharge","FpDensityMorgan1","FpDensityMorgan2","FpDensityMorgan3","BalabanJ","BertzCT","Chi0","Chi0n","Chi0v","Chi1","Chi1n","Chi1v","Chi2n","Chi2v","Chi3n","Chi3v","Chi4n","Chi4v","HallKierAlpha","Ipc","Kappa1","Kappa2","Kappa3","LabuteASA","PEOE_VSA1","PEOE_VSA10","PEOE_VSA11","PEOE_VSA12","PEOE_VSA13","PEOE_VSA14","PEOE_VSA2","PEOE_VSA3","PEOE_VSA4","PEOE_VSA5","PEOE_VSA6","PEOE_VSA7","PEOE_VSA8","PEOE_VSA9","SMR_VSA1","SMR_VSA10","SMR_VSA2","SMR_VSA3","SMR_VSA4","SMR_VSA5","SMR_VSA6","SMR_VSA7","SMR_VSA8","SMR_VSA9","SlogP_VSA1","SlogP_VSA10","SlogP_VSA11","SlogP_VSA12","SlogP_VSA2","SlogP_VSA3","SlogP_VSA4","SlogP_VSA5","SlogP_VSA6","SlogP_VSA7","SlogP_VSA8","SlogP_VSA9","TPSA","EState_VSA1","EState_VSA10","EState_VSA11","EState_VSA2","EState_VSA3","EState_VSA4","EState_VSA5","EState_VSA6","EState_VSA7","EState_VSA8","EState_VSA9","VSA_EState1","VSA_EState10","VSA_EState2","VSA_EState3","VSA_EState4","VSA_EState5","VSA_EState6","VSA_EState7","VSA_EState8","VSA_EState9","FractionCSP3","HeavyAtomCount","NHOHCount","NOCount","NumAliphaticCarbocycles","NumAliphaticHeterocycles","NumAliphaticRings","NumAromaticCarbocycles","NumAromaticHeterocycles","NumAromaticRings","NumHAcceptors","NumHDonors","NumHeteroatoms","NumRotatableBonds","NumSaturatedCarbocycles","NumSaturatedHeterocycles","NumSaturatedRings","RingCount","MolLogP","MolMR","fr_Al_COO","fr_Al_OH","fr_Al_OH_noTert","fr_ArN","fr_Ar_COO","fr_Ar_N","fr_Ar_NH","fr_Ar_OH","fr_COO","fr_COO2","fr_C_O","fr_C_O_noCOO","fr_C_S","fr_HOCCN","fr_Imine","fr_NH0","fr_NH1","fr_NH2","fr_N_O","fr_Ndealkylation1","fr_Ndealkylation2","fr_Nhpyrrole","fr_SH","fr_aldehyde","fr_alkyl_carbamate","fr_alkyl_halide","fr_allylic_oxid","fr_amide","fr_amidine","fr_aniline","fr_aryl_methyl","fr_azide","fr_azo","fr_barbitur","fr_benzene","fr_benzodiazepine","fr_bicyclic","fr_diazo","fr_dihydropyridine","fr_epoxide","fr_ester","fr_ether","fr_furan","fr_guanido","fr_halogen","fr_hdrzine","fr_hdrzone","fr_imidazole","fr_imide","fr_isocyan","fr_isothiocyan","fr_ketone","fr_ketone_Topliss","fr_lactam","fr_lactone","fr_methoxy","fr_morpholine","fr_nitrile","fr_nitro","fr_nitro_arom","fr_nitro_arom_nonortho","fr_nitroso","fr_oxazole","fr_oxime","fr_para_hydroxylation","fr_phenol","fr_phenol_noOrthoHbond","fr_phos_acid","fr_phos_ester","fr_piperdine","fr_piperzine","fr_priamide","fr_prisulfonamd","fr_pyridine","fr_quatN","fr_sulfide","fr_sulfonamd","fr_sulfone","fr_term_acetylene","fr_tetrazole","fr_thiazole","fr_thiocyan","fr_thiophene","fr_unbrch_alkane","fr_urea"
"826","CCCCC(CC)COC(=O)CCC","LFEQNZNCKDNGRM-UHFFFAOYSA-N","RB",1,11.115007164903,-0.0393995653817079,11.115007164903,0.0393995653817079,0.560051838621445,200.322,176.13,200.177630008,84,0,0.305277054864972,-0.465379837528135,0.465379837528135,0.305277054864972,1.21428571428571,1.92857142857143,2.42857142857143,3.55066576563549,143.257155502664,10.8115547878716,9.84359431842319,9.84359431842319,6.73991206506858,5.89654203060318,5.89654203060318,3.84951492132861,3.84951492132861,2.47742347215432,2.47742347215432,1.38519820363903,1.38519820363903,-0.53,1112.36923580182,13.47,9.04186665189602,6.92981418742963,88.0286816157429,4.73686295380005,0,0,0,0,5.96930528795185,4.79453718407182,0,0,0,40.0336764678499,18.7595492920134,6.42082162292601,6.60688196451292,9.53140013787187,5.96930528795185,0,0,5.91790604616139,59.2961413366279,6.60688196451292,0,0,0,0,0,0,0,12.5761872524648,9.53140013787187,5.91790604616139,59.2961413366279,0,0,0,0,26.3,0,4.79453718407182,0,5.96930528795185,18.9456096336003,12.841643245852,19.262464868778,0,6.92373719969062,13.8474743993812,4.73686295380005,0,0,0,0,0,0,0,0,0,30,0.916666666666667,14,0,2,0,0,0,0,0,0,2,0,2,8,0,0,0,0,3.5461,59.1730000000001,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"827","COC(=O)c1cccc(c1)C(=O)OC","VNGOYPQMJFJDLV-UHFFFAOYSA-N","RB",1,11.1022387566138,-0.476154572940287,11.1022387566138,0.329074074074074,0.664865160732601,194.186,184.106,194.0579088,74,0,0.337367992858781,-0.465417241553343,0.465417241553343,0.337367992858781,1,1.42857142857143,1.78571428571429,3.00633662648192,325.644560389167,10.5520417638778,7.94239423861396,7.94239423861396,6.68507051020219,3.95436036690137,3.95436036690137,2.56396784047797,2.56396784047797,1.70476641278012,1.70476641278012,1.00884012494484,1.00884012494484,-1.84,1523.23584980769,10.2422368421053,4.4113233996667,2.09750787351978,81.4413062361847,9.4737259076001,0,0,0,0,11.9386105759037,0,9.58907436814364,0,0,6.06636706846161,18.1991012053848,0,25.3464980659491,19.0628002757437,11.9386105759037,0,0,0,0,14.2195950825551,35.3923712572404,0,0,0,0,0,0,26.1582056584588,9.4737259076001,0,20.7159773515376,24.2654682738464,0,0,0,52.6,11.9386105759037,9.58907436814364,0,0,11.126902983394,0,20.2859621510167,18.1991012053848,0,9.4737259076001,0,0,0,0,0,0,0,0,0,0,39.6666666666667,0.2,14,0,4,0,0,0,1,0,1,4,0,4,2,0,0,0,1,1.2598,49.121,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"828","CCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCCO","MORHMXPGPOPWQT-UHFFFAOYSA-N","NRB",0,11.2988700053766,-0.16839424560879,11.2988700053766,0.0781591802520523,0.0917538311429316,468.807,408.327,468.45424578,198,0,0.305361792286446,-0.463230315007735,0.463230315007735,0.305361792286446,0.484848484848485,0.757575757575758,1.03030303030303,3.04430811791661,369.553211754558,24.0834469235995,22.562700049651,22.562700049651,16.3080604124904,15.0738113628553,15.0738113628553,10.179358352446,10.179358352446,6.83879103437018,6.83879103437018,4.64007264424625,4.64007264424625,-0.57,14436577.677828,32.43,29.4618167356029,29.3982176242831,207.391873427078,9.84339034864075,6.60688196451292,0,0,0,5.96930528795185,4.79453718407182,0,0,0,161.023456149915,6.42082162292601,6.42082162292601,6.60688196451292,14.6379275327126,5.96930528795185,0,0,0,173.865099395767,13.2137639290258,0,0,0,0,0,0,0,24.2895966118184,9.53140013787187,0,173.865099395767,0,0,0,0,46.53,0,4.79453718407182,0,19.1830692169777,6.42082162292601,12.841643245852,147.678897327298,0,0,6.92373719969062,9.84339034864075,0,0,0,0,0,0,0,0,0,62.1666666666667,0.966666666666667,33,1,3,0,0,0,0,0,0,3,1,3,28,0,0,0,0,9.6844,143.7608,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
"829","CC(C)(c1cc(Br)c(OCCO)c(Br)c1)c2cc(Br)c(OCCO)c(Br)c2","RVHUMFJSCJBNGS-UHFFFAOYSA-N","NRB",0,8.98166276220423,-0.304467198916604,8.98166276220423,0.0427786311515166,0.386649545091275,631.981,611.821,627.80950752,148,0,0.147280391583191,-0.48882458488352,0.48882458488352,0.147280391583191,0.703703703703704,1,1.25925925925926,2.4330581663383,696.782039095352,20.1898699653825,14.8606098654692,21.2045960219281,12.7167811462932,8.18338411446412,11.3553771926935,6.30716970540592,9.724517302104,4.11531361285185,6.47146778697607,2.57932128483375,5.41007151963094,-0.12,655409.137226931,23.1617979905683,10.0729046920098,5.48318604882033,192.328840512308,19.6867806972815,24.7127875955936,0,0,0,0,0,0,0,0,13.8474743993812,99.1121468490378,5.41499046939678,31.1046419923555,19.6867806972815,63.7197755917974,0,0,0,19.262464868778,26.4275278580517,53.2832493205701,0,11.4990236665678,9.4737259076001,0,11.4990236665678,63.7197755917974,36.6405826477331,5.41499046939678,0,24.9743773827752,42.1563463371761,0,0,0,58.92,0,0,0,31.8425183274485,11.4990236665678,29.0177810467236,0,0,24.2654682738464,77.5672499911786,19.6867806972815,0,0,0,0,0,0,0,0,3.25715058837534,45.0727630786722,0.368421052631579,27,2,4,0,0,0,2,0,2,4,2,8,8,0,0,0,2,5.8047,120.9736,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"830","CC(C)(c1ccc(OCCO)cc1)c2ccc(OCCO)cc2","UUAGPGQUHZVJBQ-UHFFFAOYSA-N","NRB",0,8.78740001437005,-0.147800532249937,8.78740001437005,0.0118506158640936,0.786061749718332,316.397,292.205,316.167459248,124,0,0.118938955932279,-0.491206206640511,0.491206206640511,0.118938955932279,0.695652173913043,1.04347826086957,1.34782608695652,2.12929814931881,534.271607097903,16.7088960133702,13.6581530501908,13.6581530501908,11.0740467362014,7.760788501779,7.760788501779,5.81789181053929,5.81789181053929,3.87203988993646,3.87203988993646,2.42931127487951,2.42931127487951,-2.04,152625.090116052,17.3160041273917,7.99380564384021,4.46807849424995,136.858650089743,19.6867806972815,24.7127875955936,0,0,0,0,0,0,0,0,38.1129426732277,35.3923712572404,5.41499046939678,13.2137639290258,19.6867806972815,0,0,0,0,19.262464868778,26.4275278580517,59.6578395310869,0,11.4990236665678,9.4737259076001,0,11.4990236665678,0,36.6405826477331,5.41499046939678,0,24.9743773827752,48.5309365476929,0,0,0,58.92,0,0,0,18.6287543984226,13.2137639290258,11.4990236665678,11.126902983394,0,48.5309365476929,13.8474743993812,19.6867806972815,0,0,0,0,0,0,0,0,0,52.9166666666667,0.368421052631579,23,2,4,0,0,0,2,0,2,4,2,4,8,0,0,0,2,2.7547,90.1736000000001,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"831","CCOC(=O)C(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2","RAPBNVDSDCTNRC-UHFFFAOYSA-N","NRB",0,12.297548185941,-1.89763117283951,12.297548185941,0.168971053441953,0.870120696152492,325.191,311.079,324.031999668,110,0,0.347177720155621,-0.463326597100261,0.463326597100261,0.347177720155621,1,1.38095238095238,1.71428571428571,2.55453937464334,575.475277933952,15.4578191578136,11.3455480571497,12.8574059491866,9.97941760671463,6.39833588709627,7.15426483311472,4.44466642674406,5.31753798768803,3.09483565405689,3.59878828473586,2.02008867852856,2.27206499386805,-1.55,50245.8291559449,15.8316332996575,6.47763741601114,3.20799852535095,132.624099318657,9.84339034864075,0,0,5.60105081098369,0,5.96930528795185,0,4.79453718407182,0,0,47.4673480543115,42.3161084569311,10.0452666274827,6.60688196451292,14.6379275327126,29.1711850684169,0,0,0,12.5247880106743,6.60688196451292,69.7031061585695,0,0,0,0,0,23.201879780465,17.6827146473055,15.1324509488556,0,18.0506401830846,48.5309365476929,10.0452666274827,0,0,46.53,11.5703560989355,9.90106457891253,0,6.60688196451292,21.1721696108766,0,0,55.4546737473835,0,0,27.9387427342651,0,11.7080482594272,0,0,0,0,0,0,0,42.0975072961283,0.1875,21,1,3,0,0,0,2,0,2,3,1,5,4,0,0,0,2,3.7924,82.5358,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"832","ClCCOC(c1ccccc1)c2ccccc2","ZNVASENTCOLNJT-UHFFFAOYSA-N","NRB",0,5.83143518518519,-0.0313425925925932,5.83143518518519,0.0313425925925932,0.724084604523234,246.737,231.617,246.08114278,88,0,0.10758824973065,-0.367552793632195,0.367552793632195,0.10758824973065,0.823529411764706,1.29411764705882,1.70588235294118,2.25702231758242,387.689512209453,11.924438962994,9.55127928693207,10.3072082329505,8.41501490017253,5.6903561111383,6.22487859496315,3.76118008114205,4.13914455415128,2.56631331497841,2.7206166649405,1.80295761756749,1.89204469820497,-1.31,11597.2859710853,12.1549691749705,6.43143242287995,3.32083954780481,107.000135125139,4.73686295380005,6.1039663877483,0,0,0,0,0,0,0,11.6009398902325,60.6636706846161,11.126902983394,5.88000344497034,6.60688196451292,4.73686295380005,11.6009398902325,0,0,0,6.1039663877483,12.4868854094833,71.7905736680101,0,0,0,0,0,11.6009398902325,12.4868854094833,4.73686295380005,0,17.2308693711423,60.6636706846161,0,0,0,9.23,0,0,0,6.1039663877483,12.4868854094833,11.126902983394,0,0,36.3982024107697,24.2654682738464,16.3378028440326,0,5.69552661599619,0,0,0,0,0,0,0,29.5822511617816,0.2,17,0,1,0,0,0,2,0,2,1,0,2,5,0,0,0,2,4.0314,71.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"833","CCCCCCCCCCCCCOP(OC1CCCCC1)OC2CCCCC2","LQQSZWYDTNKNFZ-UHFFFAOYSA-N","NRB",0,6.31445441656873,-1.14424102607636,6.31445441656873,0.371090691513458,0.170574558080329,428.638,379.246,428.341932058,172,0,0.332705850061212,-0.312245067201035,0.332705850061212,0.312245067201035,0.551724137931034,0.96551724137931,1.41379310344828,1.50486740801696,333.977629817191,20.4097203372326,19.3830081913748,20.2774353823748,14.3813413953613,13.147902155933,14.2433472709433,9.32322062226131,10.4502701288642,6.51925997895839,7.85320265580083,4.5755773737295,5.93365605740903,0.31,4016489.75588862,25.5695852970313,17.9366706400172,13.3523362802771,182.586531310065,13.5712414851355,0,0,0,0,8.60239248137637,0,0,0,0,109.656883166507,32.1041081146301,0,18.8148147400095,13.5712414851355,8.60239248137637,0,0,0,153.968924056633,6.60688196451292,0,0,0,0,0,0,8.60239248137637,18.8148147400095,13.5712414851355,0,141.760991281137,0,0,0,0,27.69,8.60239248137637,0,0,0,12.2079327754966,13.0277035874389,128.41643245852,0,0,6.92373719969062,13.5712414851355,0,0,0,0,0,0,0,0,18.7795191808287,30.4612215599121,1,29,0,3,2,0,2,0,0,0,3,0,4,17,2,0,2,2,9.2395,125.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"834","CCCCCCCCCCCCCCCCCC(=O)OCC1OCC(O)C(O)C1O","XDQBUHWHISLPHP-UHFFFAOYSA-N","RB",1,11.8008429838958,-1.2657393201675,11.8008429838958,0.0699493368025637,0.221915345563424,430.626,384.258,430.329439192,178,0,0.30537446593151,-0.462798226505115,0.462798226505115,0.30537446593151,0.766666666666667,1.23333333333333,1.73333333333333,1.83876290377087,416.500333868333,22.0288869696791,19.1037087960078,19.1037087960078,14.5577493102644,12.373054241998,12.373054241998,8.80307781227177,8.80307781227177,5.99915634674376,5.99915634674376,3.90149916010873,3.90149916010873,-0.69,3391460.85140145,27.3441180484476,17.9366706400172,12.880688937279,182.898402321068,24.7933080921222,31.0227475155061,0,0,0,5.96930528795185,4.79453718407182,0,0,0,96.8152399206548,6.42082162292601,6.42082162292601,6.60688196451292,29.587845276194,5.96930528795185,0,0,0,134.0727487175,13.2137639290258,0,0,0,0,0,0,0,58.918516952493,14.2682630916719,0,109.656883166507,0,0,0,0,96.22,24.4158655509932,20.1141193685939,0,19.1830692169777,6.42082162292601,19.262464868778,77.0498594751121,0,0,6.92373719969062,9.4737259076001,0,0,0,0,0,0,0,0,0,68,0.958333333333333,30,3,6,0,1,1,0,0,0,6,3,6,18,0,1,1,1,4.27260000000001,118.2654,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"835","OC(=O)c1ccccc1C(=O)O","XNGIFLGASWRNHJ-UHFFFAOYSA-N","RB",1,10.4628703703704,-1.2287037037037,10.4628703703704,0.189814814814814,0.688908808436835,166.132,160.084,166.026608672,62,0,0.336066918857849,-0.477620338593833,0.477620338593833,0.336066918857849,0.916666666666667,1.25,1.5,3.26707619570377,296.584674659164,9.13782820150469,6.02032484868615,6.02032484868615,5.62589765768623,3.18281215515345,3.18281215515345,2.15588891079968,2.15588891079968,1.38788148136735,1.38788148136735,0.856104583314375,0.856104583314375,-1.84,475.348829004198,8.25842519685039,3.0419304797472,1.42063214175102,68.0727990527697,10.2130547896814,0,0,0,0,11.9386105759037,0,9.58907436814364,0,0,12.1327341369232,12.1327341369232,0,11.126902983394,19.8021291578251,11.9386105759037,0,0,0,0,0,35.3923712572404,0,0,0,0,0,0,22.1516653655851,0,0,20.7159773515376,24.2654682738464,0,0,0,74.6,11.9386105759037,9.58907436814364,0,11.126902983394,0,0,24.2654682738464,0,0,0,10.2130547896814,0,0,0,0,0,0,0,0,0,40.6666666666667,0,12,2,4,0,0,0,1,0,1,2,2,4,2,0,0,0,1,1.083,40.3606,0,0,0,0,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"836","Cc1cc(cc(C)c1OCC2CO2)c3cc(C)c(OCC4CO4)c(C)c3","HRSLYNJTMYIRHM-UHFFFAOYSA-N","NRB",0,5.95233722053909,0.27070292743654,5.95233722053909,0.27070292743654,0.701012776721883,354.446,328.238,354.183109312,138,0,0.1247890569584,-0.490236818558208,0.490236818558208,0.1247890569584,0.692307692307692,1,1.26923076923077,1.57207685692412,703.37733986072,18.2587840661348,15.9255219017394,15.9255219017394,12.508040390847,9.2267475882481,9.2267475882481,7.41102504019643,7.41102504019643,4.88585756976943,4.88585756976943,3.37031036706991,3.37031036706991,-2.04,1735084.94806078,17.3776403772156,6.93402808213619,3.86518275308798,154.580437080496,18.9474518152002,36.9207203710903,0,0,0,0,0,0,0,0,0,85.3411260227909,0,13.2137639290258,18.9474518152002,0,0,0,0,39.9028815742591,26.4275278580517,46.5192742406344,0,22.6259266499618,9.4737259076001,0,11.4990236665678,0,38.6354606335483,9.4737259076001,27.6949487987625,22.253805966788,24.2654682738464,0,11.126902983394,0,43.52,0,0,0,12.2079327754966,13.2137639290258,46.9665935623816,11.126902983394,0,0,51.9604170726089,18.9474518152002,0,0,0,0,0,0,0,0,0,52,0.454545454545455,26,0,4,0,2,2,2,0,2,4,0,4,7,0,2,2,4,4.14248,101.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"837","CCCCCCCCCc1ccc(OP(Oc2ccc(CCCCCCCCC)cc2)Oc3ccc(CCCCCCCCC)cc3)cc1","MGMXGCZJYUCMGY-UHFFFAOYSA-N","NRB",0,6.37815485732147,-1.6821829547723,6.37815485732147,0.778278182586811,0.051529619553689,689.018,619.466,688.498432698,272,0,0.52975607297814,-0.408508417019922,0.52975607297814,0.408508417019922,0.306122448979592,0.530612244897959,0.775510204081633,1.52843864840677,1024.43483209717,34.6186163506027,31.5707244456442,32.4651516366441,24.1945344433008,20.3061771236782,21.4016222386885,14.0432807597596,15.0382169127647,9.51690583525065,10.5965749627843,6.32372869262331,7.31707824266273,-2.51,71862733111.4614,40.9154235809677,27.2430753153286,19.4617588200701,302.499360464109,13.5712414851355,17.2485354998517,0,0,0,8.60239248137637,0,0,0,0,172.74420322251,91.6134866234167,0,0,13.5712414851355,8.60239248137637,0,0,0,174.870930549296,0,89.4867592966303,0,17.2485354998517,13.5712414851355,0,17.2485354998517,8.60239248137637,0,19.262464868778,0,172.298820155609,72.7964048215393,0,0,0,27.69,8.60239248137637,0,0,0,0,36.5110003686297,151.527608556537,0,0,93.5676164206112,13.5712414851355,0,0,0,0,0,0,0,0,19.1344645719644,68.4396095021097,0.6,49,0,3,0,0,0,3,0,3,3,0,4,30,0,0,0,3,15.3296,213.220999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"838","C=CCOP(=O)(OCC=C)OCC=C","XHGIFBQQEGRTPB-UHFFFAOYSA-N","NRB",0,11.6798611111111,-3.48266203703704,11.6798611111111,0.102741559586798,0.440570020939,218.189,203.069,218.07079559,80,0,0.475200675681653,-0.282685297225901,0.475200675681653,0.282685297225901,0.857142857142857,1.14285714285714,1.35714285714286,4.15186445715834,198.927353367254,10.8639610306789,8.05489825204358,8.94932544304349,6.68198051533946,4.04581188990784,5.50640537658828,2.20053733390514,3.86956119414654,1.05150183736851,2.44739873091898,0.543778560635992,1.63133568190798,-0.67,1049.44394434321,13.33,7.70780139070626,5.88759831194616,84.4802252094454,0,0,0,0,0,7.82269712313217,13.5712414851355,4.56504828493133,0,19.7368070507955,18.2280603205016,0,0,19.8206458935388,18.1362897700668,7.82269712313217,0,0,0,0,19.8206458935388,37.9648673712971,0,0,0,0,0,7.82269712313217,19.8206458935388,18.1362897700668,0,0,37.9648673712971,0,0,0,44.76,7.82269712313217,4.56504828493133,0,19.8206458935388,0,0,18.2280603205016,0,0,19.7368070507955,13.5712414851355,0,0,0,0,0,0,0,0,26.3211111111111,11.4844444444444,0.333333333333333,14,0,4,0,0,0,0,0,0,4,0,5,9,0,0,0,0,2.7023,56.0535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"839","C(OP(OCc1ccccc1)OCc2ccccc2)c3ccccc3","KKFOMYPMTJLQGA-UHFFFAOYSA-N","RB",1,5.89200916477702,-1.43168934240363,5.89200916477702,0.468376060300663,0.45123938811505,352.37,331.202,352.122831162,128,0,0.333162422107674,-0.307417803650022,0.333162422107674,0.307417803650022,0.44,0.72,1,1.55846716504852,616.480658799393,17.158643481676,13.9535328482956,14.8479600392955,12.3989794855664,8.2064589406383,9.30190405564864,5.50071351322341,6.72252377796485,3.53835091955967,4.55810478621409,2.21623092775527,3.20327908702205,-2.03,819883.5877919,17.7821399664379,10.0726677102394,6.41043182049149,149.74074971859,13.5712414851355,0,0,0,0,8.60239248137637,0,0,0,0,90.9955060269242,16.690354475091,0,19.8206458935388,13.5712414851355,8.60239248137637,0,0,0,19.8206458935388,0,107.685860502015,0,0,0,0,0,8.60239248137637,0,33.3918873786742,0,16.690354475091,90.9955060269242,0,0,0,27.69,8.60239248137637,0,0,0,19.8206458935388,16.690354475091,0,0,90.9955060269242,0,13.5712414851355,0,0,0,0,0,0,0,0,17.6760274943311,33.398046579743,0.142857142857143,25,0,3,0,0,0,3,0,3,3,0,4,9,0,0,0,3,5.86370000000001,100.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"840","Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc3ccc(C)cc3)cc1","BOSMZFBHAYFUBJ-UHFFFAOYSA-N","RB",1,13.309516723356,-3.9303977702192,13.309516723356,0.414959897539263,0.48200363092195,368.369,347.201,368.117745782,134,0,0.646578436237554,-0.385930209508299,0.646578436237554,0.385930209508299,0.5,0.730769230769231,0.961538461538462,1.87696061308882,777.812578706298,18.570703332936,15.0084099876309,15.9028371786308,12.4164353363066,8.30677079417377,9.76736428085422,6.16023246300797,7.60238221151305,3.71458679148492,5.01786271676854,2.24058196764818,3.49213040743477,-2.71,685033.425342509,18.092224445542,7.67162657584971,4.90077072523542,153.530664237811,13.5712414851355,17.2485354998517,0,0,0,7.82269712313217,0,0,4.56504828493133,0,53.0885568858606,57.1694140098415,0,0,18.1362897700668,7.82269712313217,0,0,0,20.7712115990719,0,89.4867592966303,0,17.2485354998517,13.5712414851355,0,17.2485354998517,7.82269712313217,0,4.56504828493133,20.7712115990719,16.690354475091,72.7964048215393,0,0,0,44.76,7.82269712313217,4.56504828493133,0,0,17.2485354998517,16.690354475091,0,36.3982024107697,57.1694140098415,0,13.5712414851355,0,0,0,0,0,0,0,0,30.218798185941,28.0867573696145,0.142857142857143,26,0,4,0,0,0,3,0,3,4,0,5,6,0,0,0,3,6.25676000000001,103.0275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
