,SMILES,InChI,EndPt,ReadyBiodeg,dist
200,Clc1ccc(C(=O)OOC(=O)c2ccc(Cl)cc2Cl)c(Cl)c1,WRXCBRHBHGNNQA-UHFFFAOYSA-N,NRB,0,6.8391763940376675
201,CN(C)Cc1ccccc1,XXBDWLFCJWSEKW-UHFFFAOYSA-N,NRB,0,2.9946694948980355
202,CCO[P](=S)(Oc1ccc(cc1)[N+]([O-])=O)c2ccccc2,AIGRXSNSLVJMEA-UHFFFAOYSA-N,NRB,0,4.9402280381316315
203,C=Cc1ccccn1,KGIGUEBEKRSTEW-UHFFFAOYSA-N,NRB,0,2.278442431144487
204,CC(C)(C)OO,CIHOLLKRGTVIJN-UHFFFAOYSA-N,NRB,0,2.8565668351346347
205,COC(=O)CCCC(=O)OC,XTDYIOOONNVFMA-UHFFFAOYSA-N,RB,1,3.307940563673022
206,CC(=O)NC1C(O)OC(CO)C(O)C1O,OVRNDRQMDRJTHS-UHFFFAOYSA-N,RB,1,4.407403739822202
207,CCC(C)c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-],OWZPCEFYPSAJFR-UHFFFAOYSA-N,NRB,0,3.516914044996317
208,[O-][N+](=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,LKPLKUMXSAEKID-UHFFFAOYSA-N,NRB,0,4.46968319524307
209,CC(=O)OCc1ccccc1,QUKGYYKBILRGFE-UHFFFAOYSA-N,RB,1,2.645991001449373
210,CC1=NN(C(=O)C1)c2ccccc2,QELUYTUMUWHWMC-UHFFFAOYSA-N,NRB,0,9.381302281254651
211,OCc1ccc(Cl)cc1Cl,DBHODFSFBXJZNY-UHFFFAOYSA-N,RB,1,3.218808019876327
212,CCCCCCCCc1cccc(Nc2cccc(CCCCCCCC)c2)c1,BHLQMRDZNOOXFD-UHFFFAOYSA-N,NRB,0,4.315863874107925
213,CCCCCCCCCCCCS(=O)(=O)O,LDMOEFOXLIZJOW-UHFFFAOYSA-N,RB,1,3.3562193689157183
214,CC(=O)C1C(=O)OC(=CC1=O)C,PGRHXDWITVMQBC-UHFFFAOYSA-N,RB,1,6.820937417578229
215,Clc1cc(cc(c1Cl)Cl)c1cc(Cl)c(c(c1)Cl)Cl,ZHLICBPIXDOFFG-UHFFFAOYSA-N,NRB,0,4.106953465688312
216,OC(C(F)(F)F)C(F)(F)F,BYEAHWXPCBROCE-UHFFFAOYSA-N,NRB,0,5.342677768212094
217,CCCCCCCCCCCCc1ccc(N)cc1,KLPPPIIIEMUEGP-UHFFFAOYSA-N,RB,1,3.628295911392776
218,OC(=O)c1c(Cl)cccc1Cl,MRUDNSFOFOQZDA-UHFFFAOYSA-N,NRB,0,1.2798498779134913
219,Cc1cccc(C)c1C,FYGHSUNMUKGBRK-UHFFFAOYSA-N,NRB,0,1.9425517401133405
220,Cc1cc(Cl)ccc1OCC(=O)O,WHKUVVPPKQRRBV-UHFFFAOYSA-N,NRB,0,4.154591661780366
221,COc1ccccc1C(=O)O,ILUJQPXNXACGAN-UHFFFAOYSA-N,RB,1,3.7577532929463415
222,Oc1ccccc1Cl,ISPYQTSUDJAMAB-UHFFFAOYSA-N,NRB,0,2.0046921749513946
223,ClCBr,JPOXNPPZZKNXOV-UHFFFAOYSA-N,NRB,0,2.2334327668798983
224,CC(=CCCC(=C)C=C)C,UAHWPYUMFXYFJY-UHFFFAOYSA-N,RB,1,2.8888196511910276
225,NCCN,PIICEJLVQHRZGT-UHFFFAOYSA-N,RB,1,3.1636544745713153
226,O=CCCCC=O,SXRSQZLOMIGNAQ-UHFFFAOYSA-N,NRB,0,5.117824839124384
227,CC1(C)CC(=O)CC(C)(C)N1,JWUXJYZVKZKLTJ-UHFFFAOYSA-N,NRB,0,6.727864034588509
228,O=C(c1cc2ccccc2c(c1O)N=Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])Nc1ccccc1,IXVZAOJDLOSZQG-UHFFFAOYSA-N,NRB,0,7.076439965826768
229,CCOC(=O)c1ccccc1O,GYCKQBWUSACYIF-UHFFFAOYSA-N,RB,1,2.782444581040391
230,CCCCCCCCCCCCCCCC,DCAYPVUWAIABOU-UHFFFAOYSA-N,NRB,0,0.787101433137289
231,CC(C)c1cccc(C)c1,XCYJPXQACVEIOS-UHFFFAOYSA-N,NRB,0,1.055630546969254
232,[O-][N+](=O)c1cccc(Cl)c1Cl,CMVQZRLQEOAYSW-UHFFFAOYSA-N,NRB,0,2.0504818920800485
233,C1(O)C(O)OC(OP(=O)(NCCCl)NCCCl)C(O)C1O,WGVSVFFZGHSIBI-UHFFFAOYSA-N,NRB,0,6.5209849409056675
234,[O-][N+](=O)CCCCCC(O)=O,RDMHCTBEKVBKLF-UHFFFAOYSA-N,RB,1,4.675168757230202
235,CCCCCCCCOCCCCCCCC,NKJOXAZJBOMXID-UHFFFAOYSA-N,RB,1,2.5495678549591076
236,CC1=CC2CC1C3C2C(=O)OC3=O,JIYNFFGKZCOPKN-UHFFFAOYSA-N,NRB,0,4.921401192170575
237,COc1c(O)cc(Cl)c(Cl)c1Cl,RKEHLKXRUVUBJN-UHFFFAOYSA-N,NRB,0,4.426606161965464
238,CN(C)c1cccc(c1)C(O)=O,NEGFNJRAUMCZMY-UHFFFAOYSA-N,NRB,0,3.2111041589863896
239,CCCc1cc(ccc1Cl)c1ccncc1,WSCHPDCSJWIBDS-UHFFFAOYSA-N,NRB,0,3.6026414493377152
240,CC(=O)C=C,FUSUHKVFWTUUBE-UHFFFAOYSA-N,NRB,0,3.326926897160366
241,Nc1ccc(cc1)S(=O)(=O)Nc2ncccn2,SEEPANYCNGTZFQ-UHFFFAOYSA-N,NRB,0,5.518305333826748
242,O=C=NCCCCCCN(C(=O)NCCCCCCN=C=O)C(=O)NCCCCCCNC(=O)SCCC[Si](OC)(OC)OC,IUUDMTXXKNFQGD-UHFFFAOYSA-N,NRB,0,23.956313907324656
243,CCC(C)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,BFZOTKYPSZSDEV-UHFFFAOYSA-N,NRB,0,1.805974905881963
244,CCCCC(C)O,QNVRIHYSUZMSGM-UHFFFAOYSA-N,NRB,0,1.0063990137483476
245,CC(O)(P(O)(O)=O)P(O)(O)=O,DBVJJBKOTRCVKF-UHFFFAOYSA-N,RB,1,5.93582764691659
246,CC1CC(CCC1N)CC2CCC(N)C(C)C2,IGSBHTZEJMPDSZ-UHFFFAOYSA-N,NRB,0,5.941739094356112
247,N#Cc1c(NCCCOCCOc2ccccc2)nc(c(c1C)/N=N/c1ccc(cc1Cl)S(=O)(=O)C)NCCCOCCOc1ccccc1,KHCSUKFEUGAVRT-HBSCQBRPSA-N,NRB,0,15.477675989871377
248,N#CCCN(c1ccc(cc1)/N=N/c1ccc(cc1C#N)[N+](=O)[O-])CCc1ccccc1,CWNHPGPSJLVQCK-BYYHNAKLSA-N,NRB,0,4.834516812751379
249,N#CC(c1ccccc1)c1ccccc1,NEBPTMCRLHKPOB-UHFFFAOYSA-N,NRB,0,4.358859165822554
250,CCC(=O)CCC,PFCHFHIRKBAQGU-UHFFFAOYSA-N,NRB,0,1.6131613307557426
251,OCC1CC23CCC1(CC2)CC3CO,YGOKKVJEXURPMZ-UHFFFAOYSA-N,NRB,0,13.186506209344742
252,Cc1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-],ZXVONLUNISGICL-UHFFFAOYSA-N,NRB,0,3.411144040792669
253,Cc1ccccc1[N+](=O)[O-],PLAZTCDQAHEYBI-UHFFFAOYSA-N,NRB,0,3.032646515667157
254,CCCCO[P](O)(=O)OCCCC,JYFHYPJRHGVZDY-UHFFFAOYSA-N,NRB,0,3.3786801959793364
255,CCN,QUSNBJAOOMFDIB-UHFFFAOYSA-N,RB,1,1.8128013835318415
256,Clc1cc2S/C(=C/3\Sc4c(C3=O)c(C)c(cc4Cl)Cl)/C(=O)c2c(c1)C,TULCTDCFTZEZKK-ZCXUNETKSA-N,NRB,0,9.039649323924776
257,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,CXBMCYHAMVGWJQ-UHFFFAOYSA-N,NRB,0,8.574451362392757
258,CN(C1CCCCC1)c2ccc3c(Oc4cc(C)c(Nc5ccccc5)cc4C36OC(=O)c7ccccc67)c2,CEGHCPGGKKWOKF-UHFFFAOYSA-N,NRB,0,10.448218459384597
259,CCCCCCCCCCCCOS(=O)(=O)c1ccccc1,YRIUSKIDOIARQF-UHFFFAOYSA-N,RB,1,3.6885835492929195
260,C1CC=CC(C1)c2ccc(cc2)C3CCC=CC3,TVBYFUMVFJKKNJ-UHFFFAOYSA-N,NRB,0,3.7890267846326444
261,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,KMXFZRSJMDYPPG-UHFFFAOYSA-N,RB,1,2.205075162205603
262,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](O[Si](O1)(C)C)(C)C,XMSXQFUHVRWGNA-UHFFFAOYSA-N,NRB,0,4.8422064765271315
263,CCOC(=O)CC(=O)c1ccc(OC)cc1,KRAHENMBSVAAHD-UHFFFAOYSA-N,RB,1,4.70135240661622
264,Oc1cccc(Cl)c1,HORNXRXVQWOLPJ-UHFFFAOYSA-N,NRB,0,1.6891813170547605
265,[O-][N+](=O)c1ccc2[nH]cnc2c1,XPAZGLFMMUODDK-UHFFFAOYSA-N,NRB,0,7.57717344477346
266,ClC\C=C\Cl,UOORRWUZONOOLO-OWOJBTEDSA-N,NRB,0,1.773969898523905
267,OC(=O)c1ccc2ccccc2n1,LOAUVZALPPNFOQ-UHFFFAOYSA-N,RB,1,5.063392267731283
268,Cc1cc(O)c(cc1Sc2cc(c(O)cc2C)C(C)(C)C)C(C)(C)C,HXIQYSLFEXIOAV-UHFFFAOYSA-N,NRB,0,3.442602851848525
269,Oc1ccc(cc1)C2(CCCCC2)c3ccc(O)cc3,SDDLEVPIDBLVHC-UHFFFAOYSA-N,NRB,0,4.578402235376972
270,Cc1ccccc1C(=O)O,ZWLPBLYKEWSWPD-UHFFFAOYSA-N,RB,1,1.5842587401488764
271,Brc1c(Br)c(Br)c(c(Br)c1Br)c2c(Br)c(Br)c(Br)c(Br)c2Br,AQPHBYQUCKHJLT-UHFFFAOYSA-N,NRB,0,8.208215515314569
272,CC(C)C1(C)N=C(NC1=O)c1[n]c2ccccc2cc1C(O)=O,CABMTIJINOIHOD-UHFFFAOYSA-N,NRB,0,17.73839311431929
273,CCCCCCCCCCCCCCCCCCNC(=O)C(O)C(O)C(O)C(O)CO,NXLFPCFLIXFFRH-UHFFFAOYSA-N,NRB,0,5.395550635056421
274,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,KVMPUXDNESXNOH-UHFFFAOYSA-N,NRB,0,5.5999354133841175
275,CC(C)Nc1ccc(Nc2ccccc2)cc1,OUBMGJOQLXMSNT-UHFFFAOYSA-N,NRB,0,3.7247255191688406
276,CCCCOC(=O)CC(C)=O,REIYHFWZISXFKU-UHFFFAOYSA-N,RB,1,2.932342228020122
277,CC1(C)CC(N)CC(C)(CN)C1,RNLHGQLZWXBQNY-UHFFFAOYSA-N,NRB,0,4.170582460131483
278,C1CN(CCO1)Sc2nc3ccccc3s2,MHKLKWCYGIBEQF-UHFFFAOYSA-N,NRB,0,12.659904663984847
279,OCCS,DGVVWUTYPXICAM-UHFFFAOYSA-N,NRB,0,4.0806877069653975
280,CCC(C)c1cccc(C(C)CC)c1O,FHTGJZOULSYEOB-UHFFFAOYSA-N,NRB,0,2.3463771884142486
281,NC=O,ZHNUHDYFZUAESO-UHFFFAOYSA-N,RB,1,2.3445977892817402
282,CCCCCC(=O)O,FUZZWVXGSFPDMH-UHFFFAOYSA-N,RB,1,1.5932952152923903
283,CN1CSC(=S)N(C)C1,QAYICIQNSGETAS-UHFFFAOYSA-N,NRB,0,10.582854727339033
284,NC(=O)CI,PGLTVOMIXTUURA-UHFFFAOYSA-N,NRB,0,2.7907594449260364
285,CC1=CCC(CC1)C(C)(C)O,WUOACPNHFRMFPN-UHFFFAOYSA-N,RB,1,3.3349466574820728
286,Clc1cccc(C=C)c1,BOVQCIDBZXNFEJ-UHFFFAOYSA-N,NRB,0,1.2380046617245168
287,C1CN(CCO1)SSN2CCOCC2,HLBZWYXLQJQBKU-UHFFFAOYSA-N,NRB,0,17.101674328882172
288,Brc1cccc(c1)Oc1ccc(c(c1Br)Br)Br,VIHUMJGEWQPWOT-UHFFFAOYSA-N,NRB,0,3.8092165912048057
289,OC(=O)c1cccnc1C(=O)O,GJAWHXHKYYXBSV-UHFFFAOYSA-N,RB,1,4.120446622990161
290,OS(=O)(=O)CCN1CCN(CC1)CCS(O)(=O)=O,IHPYMWDTONKSCO-UHFFFAOYSA-N,NRB,0,10.240812727842233
291,CCCCn1c(O)c(N=Nc2ccc(cc2[N+](=O)[O-])C(=O)c2ccc(cc2)Cl)c(c(c1=O)C#N)C,XJRUQIYOHOGTGA-UHFFFAOYSA-N,NRB,0,9.921853843034969
292,N1c2ccccc2Sc3ccccc13,WJFKNYWRSNBZNX-UHFFFAOYSA-N,NRB,0,4.665629457739025
293,N#Cc1cc(cc(c1/N=N/c1ccc(cc1NC(=O)C)N(CC)CC)I)[N+](=O)[O-],ZFMQRWQCUFFDIS-WCWDXBQESA-N,NRB,0,3.8719779110117494
294,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC([O-])=O,MRUAUOIMASANKQ-UHFFFAOYSA-N,RB,1,7.119417039368979
295,C=Cc1ccccc1,PPBRXRYQALVLMV-UHFFFAOYSA-N,RB,1,1.5644578202497061
296,CCO,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,RB,1,1.7534209173512256
297,ClC1=C(Cl)[C@@]2(Cl)[C@H]3[C@@H]4C[C@@H]([C@H]5O[C@@H]45)[C@H]3[C@]1(Cl)C2(Cl)Cl,DFBKLUNHFCTMDC-GKRDHZSOSA-N,NRB,0,6.230723333113493
298,OS(=O)(=O)c1cc(ccc1Cl)[N+](=O)[O-],GNTARUIZNIWBCN-UHFFFAOYSA-N,NRB,0,2.951307794412512
299,COc1cc(C=O)ccc1O,MWOOGOJBHIARFG-UHFFFAOYSA-N,RB,1,3.742175950327043
300,OCCCCCO,ALQSHHUCVQOPAS-UHFFFAOYSA-N,RB,1,2.1696356228549067
301,CCCCCCC(=O)OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F,LRWSFOSWNAQHHW-UHFFFAOYSA-N,NRB,0,10.1850680377467
302,Oc1c(Br)cc2c(c1Br)Oc1c(C32OC(=O)c2c3c(Cl)c(Cl)c(c2Cl)Cl)cc(c(c1Br)O)Br,ZYIBVBKZZZDFOY-UHFFFAOYSA-N,NRB,0,11.81298099730837
303,Nc1c2C(=O)c3ccccc3C(=O)c2c(Br)cc1S(=O)(=O)O,QZZSAWGVHXXMID-UHFFFAOYSA-N,NRB,0,5.852393691073381
304,OC1CCCCC1,HPXRVTGHNJAIIH-UHFFFAOYSA-N,RB,1,3.4884981488921696
305,CCCCC(CC)CN1C(=O)C2C(C1=O)C3(CCC2(C)C=C3)C(C)C,MVKYQJHRHHQPDM-UHFFFAOYSA-N,NRB,0,12.36841679249313
306,Nc1c(ccc2c1C(=O)c1ccccc1C2=O)c1nnc(o1)c1ccc(cc1)c1nnc(o1)c1ccc2c(c1N)C(=O)c1c(C2=O)cccc1,KURKYSBFMTWTAP-UHFFFAOYSA-N,NRB,0,14.396833258456681
307,ClC1=C(Cl)[C@@]2(Cl)[C@H]3[C@@H]4C[C@H](C=C4)[C@H]3[C@]1(Cl)C2(Cl)Cl,QBYJBZPUGVGKQQ-WVWMLWNASA-N,NRB,0,4.020520078605901
308,Cc1cccc(Cc2ccccc2)c1Cc3ccccc3,PKQYSCBUFZOAPE-UHFFFAOYSA-N,NRB,0,3.0165600360484937
309,CCCCCCCCc1ccc(Nc2ccc(CCCCCCCC)cc2)cc1,QAPVYZRWKDXNDK-UHFFFAOYSA-N,NRB,0,4.31989370350756
310,CC(C)(c1ccc(OC#N)cc1)c2ccc(OC#N)cc2,AHZMUXQJTGRNHT-UHFFFAOYSA-N,NRB,0,7.044662667974964
311,O=C1CC(=O)NC(=O)N1,HNYOPLTXPVRDBG-UHFFFAOYSA-N,RB,1,21.525351788217407
312,CCCCCCCC=C,JRZJOMJEPLMPRA-UHFFFAOYSA-N,NRB,0,1.8829390327036581
313,COC(=O)C=CC(=O)OC,LDCRTTXIJACKKU-UHFFFAOYSA-N,RB,1,2.316957331906238
314,CSSC,WQOXQRCZOLPYPM-UHFFFAOYSA-N,NRB,0,2.6137454301805203
315,CC(=C)C(=O)O,CERQOIWHTDAKMF-UHFFFAOYSA-N,RB,1,2.228416603784448
316,Oc1ccc(Cl)cc1[N+]([O-])=O,NWSIFTLPLKCTSX-UHFFFAOYSA-N,NRB,0,3.3389090457986117
317,FC(Cl)(Cl)SN1C(=O)c2ccccc2C1=O,NCDBYAPSWOPDRN-UHFFFAOYSA-N,NRB,0,6.282679238656613
318,ClC=CCl,KFUSEUYYWQURPO-UHFFFAOYSA-N,NRB,0,2.6860948406114886
319,[O-][N+](=O)c1ccc(Cl)c(c1)[N+]([O-])=O,VYZAHLCBVHPDDF-UHFFFAOYSA-N,NRB,0,3.8677209423039804
320,C1OC1CN(CC2CO2)c3ccc(Cc4ccc(cc4)N(CC5CO5)CC6CO6)cc3,FAUAZXVRLVIARB-UHFFFAOYSA-N,NRB,0,12.245110406255499
321,FC(F)(F)c1cc(Cl)ccc1N(=O)=O,CFPIGEXZPWTNOR-UHFFFAOYSA-N,NRB,0,4.09949400796678
322,Nc1cc(Cl)cc(Cl)c1,UQRLKWGPEVNVHT-UHFFFAOYSA-N,NRB,0,2.240542599654023
323,Cc1ccc(OP(=O)(Oc2cc(C)cc(C)c2)Oc3cccc(C)c3C)c(C)c1,YFJYOZDIJVHPAU-UHFFFAOYSA-N,NRB,0,8.733401032936596
324,CNC(=O)CC(=O)C,ATWLCPHWYPSRBQ-UHFFFAOYSA-N,RB,1,4.14555190171959
325,CCOC(=O)CC#N,ZIUSEGSNTOUIPT-UHFFFAOYSA-N,RB,1,3.783291387760517
326,CCCCCNCCCCC,JACMPVXHEARCBO-UHFFFAOYSA-N,RB,1,1.6751966192576937
327,C=Cc1ccc(C=C)cc1,WEERVPDNCOGWJF-UHFFFAOYSA-N,NRB,0,1.252289387214205
328,CS(=O)(=O)OCC(O)C(O)COS(=O)(=O)C,YCPOZVAOBBQLRI-UHFFFAOYSA-N,NRB,0,6.312096963125417
329,N#CCCN(c1ccc(cc1)/N=N/c1c(Br)cc(cc1Br)[N+](=O)[O-])CC,MWMJPPMTXZJLIK-QURGRASLSA-N,NRB,0,4.9096901459771605
330,Oc1ccccc1c2ccccc2,LLEMOWNGBBNAJR-UHFFFAOYSA-N,RB,1,3.070139607225228
331,CCCCSP(=O)(SCCCC)SCCCC,ZOKXUAHZSKEQSS-UHFFFAOYSA-N,RB,1,5.373847005950254
332,ClC(Cl)(Cl)c1ccccc1,XEMRAKSQROQPBR-UHFFFAOYSA-N,RB,1,3.10944458483897
333,CCCCCCCCCCCCSCCC(=O)OCC(COC(=O)CCSCCCCCCCCCCCC)(COC(=O)CCSCCCCCCCCCCCC)COC(=O)CCSCCCCCCCCCCCC,VSVVZZQIUJXYQA-UHFFFAOYSA-N,NRB,0,21.7344657170882
334,CC(C)(N)CO,CBTVGIZVANVGBH-UHFFFAOYSA-N,NRB,0,2.3950242646213176
335,N#CC(=Cc1ccc2c(c1)C(C)CC(N2CCOC(=O)Nc1ccccc1)(C)C)C#N,JWGCHIPZBXVFQZ-UHFFFAOYSA-N,NRB,0,6.908023395294516
336,CC(=C)c1ccc(O)cc1,JAGRUUPXPPLSRX-UHFFFAOYSA-N,NRB,0,2.015038427326053
337,CCN(C(=O)\C=C\C)c1ccccc1C,DNTGGZPQPQTDQF-XBXARRHUSA-N,NRB,0,5.990928173298251
338,CC1(C)C2CC(O)C1(C)CC2,DTGKSKDOIYIVQL-UHFFFAOYSA-N,RB,1,3.317974881653932
339,CCC=CCCO,UFLHIIWVXFIJGU-UHFFFAOYSA-N,RB,1,1.3180143717898398
340,CCCCOCCCC,DURPTKYDGMDSBL-UHFFFAOYSA-N,NRB,0,2.315155632848892
341,CCBr,RDHPKYGYEGBMSE-UHFFFAOYSA-N,NRB,0,2.197477009101362
342,CC(=O)CCc1ccccc1,AKGGYBADQZYZPD-UHFFFAOYSA-N,NRB,0,3.1604581322315344
343,O=C=NCCCCCCN=C=O,RRAMGCGOFNQTLD-UHFFFAOYSA-N,NRB,0,7.641711744927207
344,COc1cc(ccc1/N=N/C(C(=O)Nc1ccccc1C)C(=O)C)c1ccc(c(c1)OC)/N=N/C(C(=O)Nc1ccccc1C)C(=O)C,WYFHUBCFEZAVLO-LMXNTIJMSA-N,NRB,0,10.062278709590156
345,C1COCCO1,RYHBNJHYFVUHQT-UHFFFAOYSA-N,NRB,0,3.9953787626721904
346,Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,RMBFBMJGBANMMK-UHFFFAOYSA-N,NRB,0,3.6435307469316256
347,Cc1ccc(Cl)c(O)c1,SMFHPCZZAAMJJO-UHFFFAOYSA-N,NRB,0,1.5697092280482037
348,Oc1c(Br)cc(cc1Br)C1(OS(=O)(=O)c2c1cccc2)c1cc(Br)c(c(c1)Br)O,UDSAIICHUKSCKT-UHFFFAOYSA-N,NRB,0,7.149601437376686
349,Sc1nc2ccccc2[nH]1,YHMYGUUIMTVXNW-UHFFFAOYSA-N,NRB,0,11.668679413465243
350,OC(c1ccccc1)C(=O)c2ccccc2,ISAOCJYIOMOJEB-UHFFFAOYSA-N,RB,1,4.623872885624845
351,Oc1cc(Cl)ccc1Cl,RANCECPPZPIPNO-UHFFFAOYSA-N,NRB,0,1.1243304235872762
352,Oc1cc(Cl)c(Br)cc1Cl,HWWKEEKUMAZJLL-UHFFFAOYSA-N,NRB,0,1.6665730512434038
353,CCCCCC1C(CC(=O)OC)CCC1=O,KVWWIYGFBYDJQC-UHFFFAOYSA-N,RB,1,4.960827928882478
354,CCCCCCCCC=CCCCCCCCC(O)=O,ZQPPMHVWECSIRJ-UHFFFAOYSA-N,RB,1,2.005517550979405
355,NCC=C,VVJKKWFAADXIJK-UHFFFAOYSA-N,NRB,0,2.4639285047773813
356,CCCCCCCCCC=O,KSMVZQYAVGTKIV-UHFFFAOYSA-N,RB,1,2.5149520109463297
357,CCCCCC(=O)CCCCC,ZPQAKYPOZRXKFA-UHFFFAOYSA-N,RB,1,2.3317053697873127
358,N#CCCN(c1ccc(cc1)/N=N/c1nc2c(s1)c(Cl)cc(c2)Cl)CC,IUDDBYNVUAFFAK-WCWDXBQESA-N,NRB,0,3.15722788652023
359,CCCCCCCCCCCC[N+](C)(C)CC([O-])=O,DVEKCXOJTLDBFE-UHFFFAOYSA-N,RB,1,6.742315988079397
360,Oc1ccc(cc1)[S](=O)(=O)c2ccc(O)cc2,VPWNQTHUCYMVMZ-UHFFFAOYSA-N,NRB,0,8.629076741279471
361,Cc1ccc(c(c1)C)/N=N/C1C(=NN(C1=O)c1ccccc1)C,KLQVCADYSBUVAV-FMQUCBEESA-N,NRB,0,10.06954644912468
362,CC(=O)Nc1ccccc1,FZERHIULMFGESH-UHFFFAOYSA-N,RB,1,2.9071585881271598
363,CCCCOCNC(=O)C=C,UTSYWKJYFPPRAP-UHFFFAOYSA-N,RB,1,3.5532915038735147
364,CC(C)(C)NCCO,IUXYVKZUDNLISR-UHFFFAOYSA-N,NRB,0,9.780114186582734
365,CC(N)c1ccccc1,RQEUFEKYXDPUSK-UHFFFAOYSA-N,NRB,0,2.879301148712036
366,N(c1ccc(Nc2ccc3ccccc3c2)cc1)c4ccc5ccccc5c4,VETPHHXZEJAYOB-UHFFFAOYSA-N,NRB,0,6.726284851818093
367,OCCO,LYCAIKOWRPUZTN-UHFFFAOYSA-N,RB,1,1.9349053596093775
368,CN(c1ccc(cc1)C(c1ccc(c2c1cccc2)Nc1ccccc1)(c1ccc(cc1)N(C)C)O)C,WNDULEJVCPEASN-UHFFFAOYSA-N,NRB,0,7.418367734196759
369,Nc1nnn[nH]1,ULRPISSMEBPJLN-UHFFFAOYSA-N,NRB,0,24.919831530820062
370,COC(=O)c1cccc(c1)C(=O)OC,VNGOYPQMJFJDLV-UHFFFAOYSA-N,RB,1,2.4236649415469134
371,CN(C(C)=O)c1ccccc1,LMTGCJANOQOGPI-UHFFFAOYSA-N,NRB,0,3.527403123077214
372,CC(=CCC\C(=C\CO)\C)C,GLZPCOQZEFWAFX-JXMROGBWSA-N,RB,1,2.4278723910661415
373,C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC2CC(=O)NC(=O)C2,YPHMISFOHDHNIV-FSZOTQKASA-N,NRB,0,10.508882641659005
374,FC(Cl)(Cl)C(F)(Cl)Cl,UGCSPKPEHQEOSR-UHFFFAOYSA-N,NRB,0,4.005176913106088
375,COc1c([N+](=O)[O-])c(C)c(cc1C(C)(C)C)[N+](=O)[O-],SUAUILGSCPYJCS-UHFFFAOYSA-N,NRB,0,5.526426737608358
376,CCOc1ccccc1NC(=O)c1cc2ccccc2c(c1O)N=Nc1ccccc1[N+](=O)[O-],SVVCPEQGLYFCAX-UHFFFAOYSA-N,NRB,0,9.170517434757734
377,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1OC(C(O)C1O)N2C=CC(=NC2=O)N,RZZPDXZPRHQOCG-UHFFFAOYSA-N,RB,1,17.806895481236065
378,CC(=CCCC(=O)C)C,UHEPJGULSIKKTP-UHFFFAOYSA-N,RB,1,2.736521559959948
379,C1CCOC1,WYURNTSHIVDZCO-UHFFFAOYSA-N,RB,1,3.4435234726633364
380,COc1ccc(C=O)cc1OC,WJUFSDZVCOTFON-UHFFFAOYSA-N,RB,1,4.333974593624308
381,OC(=O)c1cc2ccccc2cc1O,ALKYHXVLJMQRLQ-UHFFFAOYSA-N,NRB,0,3.0795066490464773
382,CCOC(=O)c1ccc(cc1C(=O)OCC)-c1cc(c(cc1)C(=O)OCC)C(=O)OCC,BRDXNBARQIJLOG-UHFFFAOYSA-N,RB,1,7.630461050670689
383,OC(=O)Cc1ccccc1,WLJVXDMOQOGPHL-UHFFFAOYSA-N,RB,1,2.5477726540906747
384,CCOS(=O)(=O)OCC,DENRZWYUOJLTMF-UHFFFAOYSA-N,RB,1,3.8683582901075155
385,OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,HVVWZTWDBSEWIH-UHFFFAOYSA-N,NRB,0,5.04557518002377
386,CCCCC(CC)COC=C,DSSAWHFZNWVJEC-UHFFFAOYSA-N,NRB,0,2.8549910467767945
387,CCCCCCOC(=O)C=C,LNMQRPPRQDGUDR-UHFFFAOYSA-N,RB,1,1.3648417008352547
388,N#CCCN(c1ccc(cc1)N=Nc1ncc(s1)N(=O)=O)CCc1ccccc1,UCYGCDJAPVVJGP-UHFFFAOYSA-N,NRB,0,5.715541047769338
389,C/C=C/C=C/C(O)=O,WSWCOQWTEOXDQX-MQQKCMAXSA-N,RB,1,3.061496819344369
390,NCc1cccc(CN)c1,FDLQZKYLHJJBHD-UHFFFAOYSA-N,NRB,0,3.6471479582014474
391,[O-][N+](=O)c1cc(Cl)ccc1Cl,RZKKOBGFCAHLCZ-UHFFFAOYSA-N,NRB,0,1.9286015915467078
392,N#CCCN(c1ccc(cc1)/N=N/c1c(Cl)cc(cc1Cl)[N+](=O)[O-])CCOC(=O)C,ROPYWXVRNREIQD-WCWDXBQESA-N,NRB,0,4.348582950409086
