SMILES,EndPt,ReadyBiodeg
CC(C)(O)CCCC1CCC(CC=1)C=O,RB,1
CCCCCCCCC(O)=O,RB,1
CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,RB,1
CCCCCCCCCc1cccc(O)c1CCCCCCCCC,NRB,0
CC(=O)CC(=O)Nc1ccc(C)cc1C,NRB,0
Cc1cc(C)c(N)cc1,NRB,0
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,RB,1
CC(C)CC(O)=O,RB,1
C=CCN1C(=O)N(CC=C)C(=O)N(CC=C)C1=O,NRB,0
Cc1ccccc1C(O)=O,RB,1
CC(N)=S,NRB,0
CC(C)c1ccc(N)cc1,NRB,0
CCOC(=O)C(S[P](=S)(OC)OC)c1ccccc1,NRB,0
Nc1ccc(Nc2ccccc2)cc1,NRB,0
Cc1ccc(c(c1)[N+](=O)[O-])[N+](=O)[O-],NRB,0
S=C1Nc2ccccc2N1,NRB,0
OS(=O)(=O)c1cc(ccc1Cl)[N+](=O)[O-],NRB,0
C1c2ccccc2-c2ccccc21,NRB,0
CC(Br)(CBr)COc1c(Br)cc(Br)cc1Br,NRB,0
Nc1nc(N)nc(N)n1,NRB,0
COc1ccc(cc1Cl)OC,NRB,0
COc1ccc(cc1)C(=O)CC(=O)OCC,RB,1
O=C1c2cc(Cl)ccc2C(=O)c2ccccc12,NRB,0
c1c([nH]c2ccccc21)-c1ccccc1,NRB,0
Cc1ccc(cc1[S](O)(=O)=O)[N+]([O-])=O,NRB,0
CN(c1ccc(cc1)C(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C)C,NRB,0
NC(=N)N[N+](=O)[O-],NRB,0
CCCCCCCCCCCCCCCC(=O)N(CCO)CCO,RB,1
OC(=O)\C=C/C(=O)O,RB,1
CCC(C)OC(=O)CC(=O)C,RB,1
CCCCCCCCCCCCCCCCCCC1CO1,RB,1
CC(C)(C)c1c(c(C)c(c(C)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,NRB,0
CC(O)C(C)O,RB,1
c1cccc[n]1,RB,1
CCOC(=O)c1ccc(NC(=O)CCl)cc1,RB,1
C\1C\C=C/CC\C=C1,NRB,0
S=C(SSSSC(=S)N1CCCCC1)N1CCCCC1,NRB,0
CC(C)OC(C)=O,RB,1
CC(C)CC(C)=O,RB,1
CCOCCOC(=O)Nc1cc(ccc1/N=N/c1ccc(cc1Cl)[N+](=O)[O-])N(CC)CC,NRB,0
Oc1ccc(C=CC(O)=O)cc1,RB,1
OC(=O)c1ccccc1O,RB,1
C=C[C@@](CC[C@H]1[C@](C)(O)CC[C@@H]2[C@]1(C)CCCC2(C)C)(O)C,NRB,0
NC(=N)[S](O)=O,RB,1
CC(C)OC(=O)OOC(C)(C)C,NRB,0
Nc1[n]c(N)[n]c(N)[n]1,NRB,0
CC(C)c1ccc2ccccc2c1C(C)C,NRB,0
CC(C)OC(Cl)=O,NRB,0
CCCCCCCCCCCCC,RB,1
CCCCCCCCCCN,RB,1
CC(C)(C)c1cc(C(=O)O)c(O)c(c1)C(C)(C)C,NRB,0
CCNCC,RB,1
[nH]1ccc2ccccc12,RB,1
Nc1cc(Cl)c(Cl)cc1,NRB,0
CCc1[n]c(NS(=O)(=O)c2ccc(N)cc2)[n]c(CC)[n]1,NRB,0
OC(=O)CCC(O)=O,RB,1
Cc1cc(Cl)ccc1OCC(O)=O,NRB,0
S=C1Nc2ccccc2S1,NRB,0
c1ccc2cccccc21,NRB,0
COc1ccc(cc1)C(c1ccc(cc1)OC)(c1ccccc1)OC[C@H]1O[C@H](C[C@@H]1O)n1ccc(nc1=O)NC(=O)c1ccccc1,NRB,0
CCCCOCCOCCOC(C)=O,RB,1
CCc1ccccc1-c1ccccc1CC,NRB,0
Nc1ccc(\C=C\c2ccc(N)cc2[S](O)(=O)=O)c(c1)[S](O)(=O)=O,NRB,0
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(=O)C)C(=O)OCCCC,RB,1
OC1CCCCC1,RB,1
NC(Cc1ccccc1)C(=O)O,RB,1
Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl,NRB,0
C1N2CN3CN1CN(C2)C3,RB,1
CCCCCCCCCCCCO,RB,1
CC(C)CO,RB,1
OC(=O)c1cccc(c1C(=O)O)[N+](=O)[O-],NRB,0
Clc1c(Cl)c(Cl)c2ccccc2c1Cl,NRB,0
Cc1cc(Br)c(Br)c(OCC2CO2)c1,NRB,0
C1CC=CCCC=C1,NRB,0
CC(O)c1ccccc1,RB,1
CC(C)CN1CCOCC1,NRB,0
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,RB,1
COC(C)(C)CC(C)=O,NRB,0
N#Cc1c(C#N)c(Cl)c(Cl)c(Cl)c1Cl,NRB,0
CC(=O)Nc1ccc(cc1)S(O)(=O)=O,NRB,0
Nc1c(Br)cc(O)c2C(=O)c3ccccc3C(=O)c12,NRB,0
CCCCCCCCC=CCCCCCCCCC1CC(=O)OC1=O,NRB,0
C=CCOP(=O)(OCC=C)OCC=C,NRB,0
CCCCCCCCC=CCCCCCCCC(O)=O,RB,1
CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,RB,1
COCCOCCOC,NRB,0
CCCCCCCCCCCCc1ccccc1O,NRB,0
CCCCCCCC(=O)Oc1c(Br)cc(cc1Br)C#N,RB,1
CC1=NN(C(=O)C1)c2cc(Cl)c(cc2Cl)S(=O)(=O)O,NRB,0
CN(C)c1cc2C(=O)OC(c2cc1)(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C,NRB,0
C[Si](O[Si](C)(C)C)(O[Si](C)(C)C)C,NRB,0
O=Cc1c(Cl)cccc1Cl,NRB,0
CC(C)(C)O,NRB,0
CC(C)(C)c1cc(c(O)c(c1)C(C)(C)C)n2nc3ccc(Cl)cc3n2,NRB,0
CN(C)c1cc(ccc1)C(O)=O,NRB,0
OC(=O)C(O)(c1ccccc1)c2ccccc2,NRB,0
CCc1ccc2C(=O)c3ccccc3C(=O)c2c1,NRB,0
CC(=O)N(C)c1ccccc1,NRB,0
Oc1ccccc1CO,NRB,0
O=C1CC(=O)NC(=O)N1,RB,1
CCC(C)c1cccc(C(C)CC)c1O,NRB,0
CC(C)(C)c1cc(cc(c1O)C(C)(C)C)-c1ccccc1,NRB,0
Oc1ccc(cc1)[N+](=O)[O-],NRB,0
CCCCCCCCCCCCCCCCOCCCCCCCCCCCCCCCC,NRB,0
CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC,RB,1
FC(F)(F)c1cccc(c1)C(F)(F)F,NRB,0
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,NRB,0
CCOC(=O)\C=C\C(=O)OCC,RB,1
Cc1ccc(N=Nc2c(O)ccc3ccccc23)c(c1)[N+]([O-])=O,NRB,0
NCCNCCNCCN,NRB,0
CCCCN,RB,1
O=C1C2=C(SC(=C(S2)C#N)C#N)C(=O)c3ccccc13,NRB,0
ClC1=C(Cl)[C@@]2(Cl)[C@H]3[C@H]4C[C@H]([C@@H]5O[C@H]45)[C@H]3[C@]1(Cl)C2(Cl)Cl,NRB,0
CCCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCCCC,NRB,0
COc1ccc(Nc2ccc(OC)cc2)cc1,NRB,0
[O-][N+](=O)C(Br)(CO)CO,NRB,0
FC(F)(Cl)C(F)(Cl)Cl,NRB,0
c1cccc2[n]cccc21,RB,1
CCCCOP(O)(=O)OCCCC,NRB,0
ClC(Cl)(Cl)C(Cl)(Cl)Cl,NRB,0
ClCCCCCl,NRB,0
Nc1ccccc1S(O)(=O)=O,NRB,0
CC(O)(P(O)(O)=O)P(O)(O)=O,RB,1
CCCC[Sn](OC(=O)c1ccccc1O)(CCCC)CCCC,NRB,0
CNCCS(=O)(=O)O,RB,1
Cc1ccc2c(c1)-c1c(O)cc(CCCCC)cc1OC2(C)C,RB,1
CCC(COP(=O)(Oc1ccccc1)Oc1ccccc1)CCCC,NRB,0
CCCCCCCCCCCCCCCC[N+](C)(C)C,NRB,0
CCCCCc1cc2c(cc1)C(=O)c1ccccc1C2=O,NRB,0
COP(=S)(Oc1ccc(cc1)C#N)OC,NRB,0
COC(=O)\C=C\C(=O)OC,RB,1
CC(=O)c1ccc(N)cc1,NRB,0
CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC,NRB,0
CN(C(C)=O)c1ccccc1,NRB,0
O=C1NSc2ccccc21,NRB,0
CC(=O)CCN(CC1(C)CCCC2(C1CCc1c2ccc(c1)C(C)C)C)CCC(=O)c1ccccc1,NRB,0
CC(C)c1ccc(C=O)cc1,RB,1
CCCCCCCCC=CCCCCCCCCO,RB,1
Cc1cc(c(O)c(c1)C(C)(C)C)n2nc3ccc(Cl)cc3n2,NRB,0
COC(C)CCOC(=O)C,RB,1
Clc1ccc(Cl)c(Cl)c1Cl,NRB,0
CC(C)COc1ccc2ccccc2c1,NRB,0
CC(C)(c1cc(Br)c(OCCO)c(Br)c1)c1cc(Br)c(OCCO)c(Br)c1,NRB,0
OC(=O)c1cccc(c1)[N+]([O-])=O,NRB,0
CC(=O)CC(=O)Nc1cc(OC)c(Cl)cc1OC,NRB,0
ClC1(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C(Cl)=C2Cl,NRB,0
O=S1(=O)CCCO1,RB,1
C=Cc1cccc(C=C)c1,NRB,0
Nc1cc(ccc1)C(O)=O,NRB,0
CCCC(C)O,RB,1
CC(C)C1CCCc2ccccc21,NRB,0
CCCCCCCCc1cccc(Nc2cccc(CCCCCCCC)c2)c1,NRB,0
C(C1CO1)N(CC2CO2)c3ccccc3,NRB,0
N#CCCNCCC#N,NRB,0
CNCC[S](O)(=O)=O,RB,1
OC(=O)CCSCCC(=O)O,RB,1
Clc1c(Cl)cccc1Cl,NRB,0
CC(=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C)C,NRB,0
Cc1ccc(O)c(c1)n2n3n2c4ccccc34,NRB,0
CC(C)(c1cc(Br)c(O)c(Br)c1)c2cc(Br)c(O)c(Br)c2,NRB,0
CCCCCCCC[Sn](CCCCCCCC)(CCCCCCCC)CCCCCCCC,NRB,0
C1CCCC=C1,NRB,0
CO,RB,1
CC#CC,NRB,0
c1cc2ccccc2c2ccccc21,RB,1
CCCCCCCCNCCCCCCCC,RB,1
Nc1ccccc1C(=O)O,RB,1
O=C1CCCCC1,RB,1
CC(C)c1ccc(cc1)C(=O)O,RB,1
OCCN(S(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CC,NRB,0
CCC\C=C(/CC)\C=O,RB,1
CCOC(C)=O,RB,1
N#CCCN(c1ccc(c(c1)C)/N=N/c1ccc(cc1Cl)[N+](=O)[O-])CCOC(=O)C,NRB,0
COC(=O)c1cc(ccc1)C(=O)OC,RB,1
O=C=Nc1ccc(Cc2ccc(cc2)N=C=O)cc1,NRB,0
Nc1cccc(c1)[S](=O)(=O)c2cccc(N)c2,NRB,0
CC(=C)C(=O)N,NRB,0
CC(=O)N[C@H]1[C@@H](O)OC(CO)[C@@H](O)[C@@H]1O,RB,1
CC(C)(C)c1cccc(O)c1,NRB,0
CC1OC(C)OC(C)OC(C)O1,NRB,0
CCCN(CCC)c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],NRB,0
O=C(OOC(=O)c1ccc(Cl)cc1Cl)c1ccc(Cl)cc1Cl,NRB,0
OCCNCCNc2ccc(NCCNCCO)c3C(=O)c1c(O)ccc(O)c1C(=O)c23,NRB,0
CC(C)Nc1ccc(Nc2ccccc2)cc1,NRB,0
CCCCCCCCC=CCCCCCCCC(=O)OCCS(O)(=O)=O,RB,1
CC(C)(C)c1cc(N=Nc2ccccc2[N+](=O)[O-])c(O)c(c1)C(C)(C)C,NRB,0
N#Cc1cc(cc(c1/N=N/c1ccc(cc1NC(=O)C)N(CC)CC)I)[N+](=O)[O-],NRB,0
Cc1ccc(N)c(c1)[S](O)(=O)=O,NRB,0
BrC(Br)c1ccccc1OCC2CO2,NRB,0
Nc1ccc(cc1C#N)[N+]([O-])=O,NRB,0
OC(=O)c1cccc(n1)C(=O)O,RB,1
CC(C)(C)NCCO,NRB,0
CC(CC)c1cccc(C(C)CC)c1O,NRB,0
C1CCC(CC1)NC2CCCCC2,RB,1
CC1CC(CC2CC(C)C(N)CC2)CCC1N,NRB,0
OCCNCO,RB,1
OC(=O)CCCCC(O)=O,RB,1
CC(O)CC(C)O,RB,1
Nc1[n]cc(C=O)[s]1,RB,1
OC(=O)c1ccc(O)cc1,RB,1
OC(=O)CCCCCCCCCCCCCCC(O)=O,RB,1
CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC,NRB,0
CC(C)Nc1ccc(NC(C)C)c2c1C(=O)c1ccccc1C2=O,NRB,0
CC(C)CCOC(=O)c1ccccc1O,RB,1
CCCCCCCCC=CCCCCCCCC(=O)OC,RB,1
CCCCSP(=O)(SCCCC)SCCCC,RB,1
Nc1ccc(Cl)cc1C(O)=O,NRB,0
OCCS,NRB,0
O=C1OCc2ccccc21,RB,1
CCOC(=O)CC(=O)c1ccc(OC)cc1,RB,1
CC(=O)CC(=O)Nc1ccc(cc1C)c2ccc(NC(=O)CC(=O)C)c(C)c2,NRB,0
Nc1cccc(N)[n]1,NRB,0
CC(C)CCOCCC(C)C,NRB,0
CC(=O)Oc1ccc[n]c1,RB,1
C(OCCCCOCC1CO1)C1CO1,NRB,0
Brc1ccc(c(Br)c1Br)c2ccc(Br)c(Br)c2Br,NRB,0
Nc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,NRB,0
CCc1ccc(cc1)c2cccc(CC)c2,NRB,0
CN(C)C(=O)Nc1cc(o[n]1)C(C)(C)C,RB,1
[O-][N+](=O)C(Cl)(Cl)Cl,NRB,0
NC(=O)N=NC(N)=O,NRB,0
N[S](=O)(=O)c1ccccc1,NRB,0
NC=O,RB,1
CC(O)(CCO)CCO,NRB,0
Oc1ccc(cc1)C2(CCCCC2)c3ccc(O)cc3,NRB,0
CCC(C)OC(=O)CC(C)=O,RB,1
COC(=O)OCCN(c1ccc(c(c1)C)/N=N/c1c(Cl)cc(cc1Cl)[N+](=O)[O-])CCOC(=O)OC,NRB,0
ClC1=C(Cl)[C@@]2(Cl)[C@H]3[C@@H]4C[C@@H]([C@H]5O[C@@H]45)[C@H]3[C@]1(Cl)C2(Cl)Cl,NRB,0
Cc1cc(Cl)ccc1O,NRB,0
Cc1ccccc1C(C)C,NRB,0
CC(C)Nc1[n]c(Cl)[n]c(NC(C)C)[n]1,NRB,0
CCCCCN1C(=O)c2cc(ccc2C1=O)[N+]([O-])=O,RB,1
OC(=O)[C@@H]1CC=CC[C@@H]1C(=O)O,NRB,0
CC(C)c1ccc2c(ccc(c2c1)S(=O)(=O)O)C(C)C,NRB,0
CC(C)=CCCC(=C)C=C,RB,1
ClCC(Cl)C=C,NRB,0
CC(O)COC(=O)C(=C)C,RB,1
CCCCCN,RB,1
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,RB,1
C1CNCCN1,NRB,0
CCCCCCCCCCCC[N+](C)(C)CC(O)=O,RB,1
CC(=O)CC(C)(C)O,RB,1
O=C(ON=C1C=CC(C=C1)=NOC(=O)c1ccccc1)c1ccccc1,NRB,0
Clc1ccc2C(=O)OC(=O)c3ccc(Cl)c1c23,NRB,0
C1CCN2CCCN=C2CC1,NRB,0
COc1cccc(c1)N(=O)=O,NRB,0
OCC(=O)O,RB,1
CC(C)(C)NSc1nc2ccccc2s1,NRB,0
OC(=O)c1ccc(cc1)[N+](=O)[O-],RB,1
C(Cc1ccccc1)c1ccccc1,RB,1
CCCCC(COC(=O)c1ccc(cc1C(=O)OCC(CCCC)CC)C(=O)OCC(CCCC)CC)CC,NRB,0
S=C1NCCN1,NRB,0
O=C1OCCO1,RB,1
CCN(CC)CCOC(=O)C(C)=C,RB,1
N#CCCN(c1ccc(cc1)/N=N/c1c(Br)cc(cc1Br)[N+](=O)[O-])CC,NRB,0
Clc1cccc(Cl)c1C=O,NRB,0
CC(C)CC(=O)C,RB,1
c1ccc(cc1)c2ccc(cc2)c3ccccc3,NRB,0
NC(N)=NC#N,NRB,0
Cl[Si](c1ccccc1)(c2ccccc2)c3ccccc3,NRB,0
Cc1cccc(c1)[N+]([O-])=O,NRB,0
C=CCc1ccccc1O,RB,1
CCCCCCCCC=CCCCCCCCC(=O)N,NRB,0
OC(=O)c1ccc2ccccc2n1,RB,1
OC(=O)CC(O)(CC(=O)O)C(=O)O,RB,1
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,NRB,0
BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br,NRB,0
c1cc(ccc1-c1ccccc1)-c1ccccc1,NRB,0
CCCCN(c1ccc(c(c1)C)C=C(C#N)C#N)CCOC(=O)Nc1ccc(c(c1)Cl)Cl,NRB,0
C=Cc1cc(ccc1)[N+]([O-])=O,NRB,0
Cc1cc(ccc1)Oc1ccccc1,NRB,0
CC(=C)C(=O)OCC(CCCC)CC,RB,1
CC(C)=CCC\C(C)=C/C=O,RB,1
COc1cc(ccc1)C(O)=O,RB,1
O=C(OCc1ccccc1)c1ccccc1,RB,1
CC(=O)CC(=O)Nc1ccccc1,RB,1
Oc1c[n]ccc1,RB,1
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,NRB,0
Nc1cc(N)ccc1,NRB,0
COc1cccc(O)c1,RB,1
Oc1ccc(I)cc1,NRB,0
CCCCOCCOCCOC(=O)C,RB,1
O=C1CCCCCN1,RB,1
CCCCCCCCCCCCOP(O)(O)=O,RB,1
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,NRB,0
CC(C)=C1CCC(=CC1)C,RB,1
N1(C)C(=O)N(C)C2=C(C1=O)NC=N2,RB,1
O=C1c2ccccc2C(=O)c2ccccc12,RB,1
CSc1ccc(O)cc1C,NRB,0
Cc1ccc(Cl)cc1Cl,NRB,0
Nc1ccc(c2ccccc12)S(=O)(=O)O,NRB,0
ClCc1ccc(Cl)cc1,NRB,0
CC(=O)OCCN(CCOC(C)=O)c1ccc(N=Nc2sc3cc(Cl)ccc3n2)c(NC(=O)c4ccccc4)c1,NRB,0
CC(C)(C)NC(=O)C2CC1CCCCC1CN2CC(O)C(Cc3ccccc3)NC(=O)C(CC(N)=O)NC(=O)c5ccc4ccccc4n5,NRB,0
s1cccc1,NRB,0
COC(=O)c1ccc2cc(ccc2c1)C(=O)OC,NRB,0
CCOCCOC(C)=O,RB,1
CCN(c1ccc(c(c1)NC(=O)C)/N=N/c1c(Br)cc(cc1[N+](=O)[O-])[N+](=O)[O-])CC,NRB,0
OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,RB,1
Oc1cc(ccc1O)C(O)=O,RB,1
CCCCN[S](=O)(=O)c1ccccc1,NRB,0
Oc1ccc(cc1Cl)C(O)=O,NRB,0
C=Cc1ccncc1,NRB,0
C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1OC(C(O)C1O)N2C=CC(=NC2=O)N,RB,1
OCCN(S(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C,NRB,0
NCC(O)=O,RB,1
CCCC[Sn](CCCC)(CCCC)Cl,NRB,0
Cc1ccc2nc3SC(=O)Sc3nc2c1,NRB,0
BrC=Cc1ccccc1,NRB,0
ClC(Cl)(Cl)C(Cl)COCC(Cl)C(Cl)(Cl)Cl,NRB,0
CNN,NRB,0
NCCC(O)=O,RB,1
CCCCOC(=O)c1ccccc1C(=O)OCc2ccccc2,RB,1
COc1cc(ccc1O)C(=O)O,RB,1
Cc1ccnc(C)c1,RB,1
N#Cc1cc(I)c(O)c(I)c1,NRB,0
C1CC=CCCC=CCCC=C1,NRB,0
OCC=C,RB,1
[O-][N+](=O)c1cc(Cl)ccc1O,NRB,0
OCCN1CN(CN(C1)CCO)CCO,RB,1
COCCOC(C)=O,RB,1
CC(C)COc1cc2ccccc2cc1,NRB,0
CC(=O)NC1C(O)OC(CO)C(O)C1O,RB,1
CC(C)=CCCC(C)(O)C=C,RB,1
Cc1cc(cc(C)c1OCC2CO2)c3cc(C)c(OCC4CO4)c(C)c3,NRB,0
CC(C)O[Ti](OC(C)C)(OC(C)C)OC(C)C,RB,1
COc1cc(c(N)cc1)[N+]([O-])=O,NRB,0
Nc1ccccc1Cl,NRB,0
O=C1c2cccc(Cl)c2C(=O)c2ccccc12,NRB,0
CCCCc1ccc2ccc(cc2c1)S(=O)(=O)O,NRB,0
CC(=C)c1ccccc1,NRB,0
CC(C)=O,RB,1
Clc1ccccc1C#N,NRB,0
Nc1ccccc1[N+]([O-])=O,NRB,0
ClC(Br)Br,NRB,0
CCOS(=O)(=O)OCC,RB,1
CCC(C)c1ccc(OCC2CO2)cc1,NRB,0
C1CCC(CC1)N=C=NC2CCCCC2,NRB,0
CN(CCO)CCO,NRB,0
CCCCC(CO)CC,RB,1
Clc1cccc[n]1,NRB,0
Oc1ccccc1C(O)=O,RB,1
C1CN(CCO1)SSN2CCOCC2,NRB,0
CC(C)(c1ccccc1)c2ccc(O)cc2,NRB,0
CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O,NRB,0
CCCC[Sn](=O)CCCC,NRB,0
O=C1c2ccccc2C(=O)N1SC(F)(Cl)Cl,NRB,0
CCC9(O)CC3CN(CCc1c([nH]c2ccccc12)C(C3)(C(=O)OC)c4cc5c(cc4OC)N(C=O)C6C(O)(C(OC(C)=O)C7(CC)C=CCN8CCC56C78)C(=O)OC)C9,NRB,0
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,NRB,0
N[C@@H](CCC(=O)O)C(=O)O,RB,1
c1ccccc1-c1ccccc1,RB,1
Cc1cccc(C)c1N,NRB,0
Clc1cc2S/C(=C/3\Sc4c(C3=O)c(C)c(cc4Cl)Cl)/C(=O)c2c(c1)C,NRB,0
CC(C)(c1ccc(cc1)Nc1ccc(cc1)C(C)(C)c1ccccc1)c1ccccc1,NRB,0
Nc1ccc(Cl)cc1[N+](=O)[O-],NRB,0
CC(=O)Nc1ccccc1O,RB,1
COC(C)CCOC(C)=O,RB,1
OCC(O)=O,RB,1
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,RB,1
FC(F)(F)c1cc(Cl)ccc1N(=O)=O,NRB,0
CCCCCCCCCCCCCCCCCC(=O)N(CCO)CCO,RB,1
CCCCOC(=O)CCCCCCCC=CCCCCCCCC,RB,1
Clc1cc(Cl)c2c(c1)c(=O)n1c(n2)c(c([nH]1)C)N=Nc1cccc2c1C(=O)c1ccccc1C2=O,NRB,0
CCOP(=S)(Oc1ccc(Cl)cc1Cl)c1ccccc1,NRB,0
[O-][N+](=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,NRB,0
NC(=N)NCCCC(N)C(O)=O,RB,1
Nc1[n]c[nH][n]1,NRB,0
Oc1cccc2cccnc12,NRB,0
COC(=O)Nc1nc2ccccc2[nH]1,NRB,0
CC(C)(OO)c1ccccc1,NRB,0
CC(C)(C)c1cc2c(cc1)C(=O)c1ccccc1C2=O,NRB,0
Cc1ccsc1,NRB,0
CC(C)(NNC(C)(C)C#N)C#N,NRB,0
Oc1c(Cc2c(Cl)c(Cl)cc(Cl)c2O)c(Cl)c(Cl)cc1Cl,NRB,0
Cc1ccccc1NC(N)=Nc2ccccc2C,NRB,0
CCCCCC[Si](Cl)(CCCCCC)CCCCCC,NRB,0
Oc1c(Br)cc(cc1Br)C1(OS(=O)(=O)c2c1cccc2)c1cc(Br)c(c(c1)Br)O,NRB,0
Nc1c(Cl)c([n]c(Cl)c1Cl)C(O)=O,NRB,0
OC1=CC=CNC1=O,NRB,0
CCCCC(CO)(CO)CC,NRB,0
COC(=O)c1ccccc1C(=O)OC,RB,1
CC(=O)C=C,NRB,0
ClCc1ccccc1Cl,NRB,0
CCCCCCCCCCCCOP(=O)(O)O,RB,1
CC(=O)OCCN(c1ccc(cc1)N=Nc1c(Br)cc(cc1Br)[N+](=O)[O-])CCOC(=O)C,NRB,0
CC(=O)C(N=Nc1ccc(cc1Cl)c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3)c(Cl)c2)C(=O)Nc4ccccc4,NRB,0
CN(c1ccc(c2c1cccc2)C(c1ccc(cc1)N(C)C)(c1ccc(cc1)N(C)C)O)c1ccccc1,NRB,0
CCCN(c1ccc(c(c1)NC(=O)C)/N=N/c1c(C#N)cc(cc1C#N)[N+](=O)[O-])CCC,NRB,0
CC(=O)C=Cc1ccccc1,NRB,0
CCCCCCCCCCCCCCCCCCCCCCCCC,RB,1
[nH]1ccnc1,RB,1
N#CSCSc1nc2ccccc2s1,NRB,0
Oc1ccccc1F,NRB,0
CC(C)c1ccc(C)cc1O,NRB,0
CCCCCCCCCCCCCCCCCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,NRB,0
CC1(C)C(C1C=C(Cl)Cl)C(=O)OCc1cccc(c1)Oc1ccccc1,NRB,0
Oc1ccc(c2c1C(=O)c1c(C2=O)cccc1)Nc1ccc(cc1)OS(=O)(=O)C,NRB,0
Oc1ccc(Nc2ccccc2)c3C(=O)c4c(C(=O)c13)c(O)ccc4[N+](=O)[O-],NRB,0
NCc1ccccc1,RB,1
Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,NRB,0
Nc1[n]cc[s]1,NRB,0
CCCCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCCCCCCCC,RB,1
ClC=CCl,NRB,0
CC(=O)CC(=O)Nc1ccc(cc1C)-c1cc(C)c(cc1)NC(=O)CC(C)=O,NRB,0
Brc1cc(Oc2ccc(Br)c(Br)c2Br)c(Br)c(Br)c1,NRB,0
CC1(C)C2CC(CC2)C1=C,NRB,0
O=C1NCC(=O)N1,RB,1
CCNC(C)=O,RB,1
O=C1NC(=O)c2c1c(Cl)c(Cl)c(Cl)c2Cl,NRB,0
CCN,RB,1
CC(C)(c1cc(Br)c(OCC(Br)CBr)c(Br)c1)c1cc(Br)c(OCC(Br)CBr)c(Br)c1,NRB,0
OC(C(O)CO)C(O)CO,RB,1
CCCCC(CC)CN1C(=O)C2C(C1=O)C3(CCC2(C)C=C3)C(C)C,NRB,0
CCCCCCCCC=O,NRB,0
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,NRB,0
[O-][N+](=O)c1ccccc1[N+]([O-])=O,NRB,0
Cl[C@@H]1C[C@H]2[C@@H]([C@H]1Cl)[C@]3(Cl)C(=C(Cl)[C@]2(Cl)C3(Cl)Cl)Cl,NRB,0
ClCCOP(=O)(OCCCl)OCCCl,NRB,0
OCCC(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,NRB,0
CP(O)(=O)CCC(N)C(O)=O,RB,1
CC(=O)OCCN(CCOC(C)=O)c1cc(NC(=O)c2ccccc2)c(cc1)N=Nc1[n]c2ccc(Cl)cc2[s]1,NRB,0
OCC=CCO,NRB,0
